country,building_total_floors,apartment_rooms,apartment_bedrooms,apartment_total_area,price_in_USD
Spain,4,3,2,98,333242
United States of America,36,2,2,126,416931
Spain,5,4,3,91,358686
Spain,4,4,3,119,380425
Spain,4,2,1,62,128856
Spain,4,2,1,52,174995
Spain,4,3,2,78,429337
Spain,3,4,3,82,344556
Spain,4,3,2,97,368469
United States of America,1,6,6,545,2922853
Spain,5,4,3,95,314122
Spain,3,4,3,84,447814
United States of America,2,6,6,713,2353144
United States of America,4,6,6,910,2229294
Spain,3,3,2,84,432597
United States of America,21,3,3,1702,634110
Spain,11,4,3,96,202169
Spain,3,3,2,98,347817
United States of America,2,3,3,1802,489916
United States of America,3,5,5,10212,3467791
Hungary,3,4,2,135000,318015
United States of America,4,9,9,2513,14069324
Spain,4,3,2,81,320644
Spain,30,3,2,57,384773
United States of America,38,2,2,85,217741
United States of America,3,8,8,768,3220092
United States of America,1,8,8,768,3220092
Spain,6,5,4,120,315209
United States of America,2,8,8,801,3418251
United States of America,1,8,8,801,3418251
Spain,5,2,1,62,317383
Spain,5,3,2,78,361947
Spain,5,3,2,72,347817
United States of America,29,2,2,102,394902
Spain,2,4,3,71,261950
Spain,3,2,1,59,310861
Spain,5,4,3,97,304340
Spain,4,2,1,92,184778
Spain,11,3,2,80,179343
United States of America,4,8,8,877,3467791
Spain,3,3,2,62,329339
Spain,3,3,2,110,281514
Spain,4,3,2,70,339122
Spain,3,3,2,102,318470
United States of America,30,2,2,100,233378
Spain,4,3,2,91,326078
Spain,4,3,2,100,281514
United States of America,3,4,4,27746,2427454
Turkey,5,1,3,28002,206966
Thailand,8,1,1,3300,145481
Spain,3,4,3,85,298905
Spain,3,3,2,106,319557
Spain,3,3,2,85,277167
Spain,3,4,3,200,222820
United States of America,39,2,2,102,217975
United States of America,2,9,9,900,5300766
Spain,4,3,2,67,277167
United States of America,49,2,2,100,216985
Spain,4,3,2,123,239124
United States of America,3,2,2,172,346779
Spain,1,3,2,70,264124
United States of America,1,2,2,180,534454
Spain,2,3,2,66,194560
Spain,4,3,2,74,340209
United States of America,4,2,2,101,274451
United States of America,2,2,2,204,808780
Spain,1,3,2,94,249993
Spain,1,4,3,114,304340
Spain,24,2,1,68,290210
Spain,4,3,2,73,221733
Spain,4,3,2,73,346730
United States of America,25,2,2,92,268955
Spain,4,3,2,82,344556
Spain,28,3,2,110,326611
Spain,5,3,2,82,271732
Spain,3,3,2,85,248907
Spain,2,3,2,63,240211
Spain,3,4,3,88,210864
Spain,3,2,1,78,273906
Spain,2,3,2,120,353252
Spain,8,3,2,90,272819
United States of America,32,2,2,89,217741
Spain,4,3,2,142,293471
United States of America,39,3,3,89,298771
Spain,2,3,2,87,336948
Spain,3,3,2,92,369556
Spain,2,3,2,66,216299
United States of America,41,3,3,140,346779
Spain,4,3,2,98,391294
United States of America,7,2,2,124,272469
Spain,3,2,1,80,318470
Spain,3,5,4,107,379338
United States of America,1,2,2,355,899851
United States of America,5,2,2,79,250402
United States of America,5,2,2,100,314734
United States of America,37,2,2,112,324946
Spain,3,3,2,75,329339
United States of America,38,2,2,128,346405
Spain,4,3,2,68,242385
Spain,2,3,2,71,264124
Spain,5,3,2,69,292384
United States of America,3,2,2,70,228962
Spain,3,3,2,66,343469
United States of America,39,2,2,124,272176
Spain,4,4,3,87,336948
United States of America,8,2,2,100,331559
Spain,4,3,2,69,326078
United States of America,3,2,2,80,173203
Spain,3,3,2,118,353252
Spain,3,4,3,87,318470
United States of America,7,2,2,106,237791
Spain,3,4,3,190,326078
Spain,3,3,2,85,320644
United States of America,1,3,3,215,444389
Spain,4,4,3,83,322818
Spain,24,3,2,100,336948
Spain,3,4,3,89,347817
Spain,4,3,2,86,293471
Spain,3,3,2,66,313035
Spain,30,2,1,41,299992
Spain,4,4,3,82,386946
Spain,4,4,3,83,363034
Spain,4,3,2,84,324992
Spain,8,4,3,90,346730
United States of America,39,2,2,104,394337
United States of America,48,2,2,106,335276
Spain,3,2,1,58,335861
United States of America,4,4,4,240,316713
Spain,4,4,3,129,444554
Spain,3,3,2,80,411946
Spain,3,3,2,64,357599
Spain,6,4,3,110,652157
Spain,3,3,2,93,576072
Spain,6,5,4,116,379338
Spain,4,3,2,68,303253
Spain,3,5,4,119,551073
United States of America,34,3,3,140,346779
Spain,3,3,2,100,381512
Spain,4,4,3,123,555420
Spain,4,3,2,85,522812
United States of America,18,3,3,157,994835
Spain,4,4,3,151,358686
Spain,3,3,2,82,290210
Spain,3,4,3,134,486944
United States of America,13,2,2,96,398934
Spain,34,5,4,234,1141275
Spain,24,5,4,372,956497
Spain,4,4,3,118,847804
Spain,44,3,2,138,918454
Spain,2,4,3,100,255428
Spain,4,3,2,72,360860
Spain,7,3,2,62,282601
Spain,5,5,4,104,419554
Spain,2,5,4,178,1195621
Spain,3,3,2,90,271732
Spain,4,4,3,160,346730
Spain,5,4,3,172,347817
United States of America,24,3,3,190,866948
Spain,3,4,3,112,1249967
Spain,3,4,3,151,1092363
Spain,4,4,3,129,1067363
Spain,2,4,3,140,1239098
Spain,5,4,3,100,314122
United States of America,15,3,3,300,871902
Spain,4,4,3,93,869543
Spain,2,3,2,140,270645
United States of America,1,4,4,252,643324
United States of America,31,3,3,183,1382162
Spain,6,4,3,94,323905
Spain,6,3,2,173,304340
Spain,6,3,2,104,1206490
United States of America,13,3,3,119,226648
Spain,3,4,3,114,1804301
Spain,2,3,2,250,1739085
Spain,34,4,3,190,1114101
Spain,2,4,3,211,2608628
Spain,2,5,4,252,1315183
Spain,20,5,4,266,3423824
Spain,6,4,3,172,2989052
United States of America,4,3,3,358,3467791
Spain,6,4,3,210,3722729
Spain,3,3,2,77,358686
United States of America,50,3,3,111,378937
Spain,8,4,3,115,335861
Spain,5,4,3,203,4662922
Spain,4,3,2,80,346730
Spain,5,4,3,156,1576046
Spain,3,4,3,111,1434745
Spain,5,5,4,270,4532490
Spain,4,5,4,197,1195621
United States of America,3,4,4,409,649892
Spain,6,3,2,92,1391268
Spain,4,5,4,195,1467353
Spain,4,4,3,180,1836909
United States of America,32,4,4,220,1382162
Spain,4,4,3,134,1440180
Spain,3,5,4,281,1440180
United States of America,44,3,3,112,276135
Spain,45,3,2,75,391294
Uzbekistan,14,5,2,249,674820
Latvia,8,3,2,89,316713
Latvia,7,3,2,120,250896
Latvia,3,4,3,140,419930
Latvia,7,3,2,80,286230
Latvia,7,3,2,90,316713
Georgia,9,2,1,45,40735
Georgia,19,2,1,49,39280
Georgia,35,2,1,50,42330
Georgia,36,2,1,41,49080
Georgia,45,2,1,38,34960
Georgia,4,1,1,48,72600
Georgia,45,2,1,44,57860
Georgia,20,1,1,35,42455
Georgia,35,2,1,58,48047
Georgia,21,1,1,43,34827
Georgia,13,1,1,33,56061
Georgia,18,2,1,56,47208
Georgia,16,1,1,35,53970
Georgia,20,1,1,45,54290
Georgia,29,2,1,49,40587
Georgia,12,2,1,44,56550
Georgia,15,2,1,52,58880
Georgia,9,2,1,49,63440
Georgia,40,1,1,32,38400
Georgia,12,2,1,38,47750
Georgia,40,2,1,50,50000
Georgia,29,3,2,63,63200
Georgia,15,1,1,25,39370
Georgia,26,1,1,32,41340
Georgia,27,2,1,52,67729
Georgia,12,3,2,56,50670
Georgia,29,2,1,58,45084
Georgia,4,1,1,35,49812
Georgia,40,1,1,37,51520
Georgia,29,1,1,30,42582
Georgia,18,1,1,56,45966
Georgia,27,2,1,40,57565
Georgia,38,2,1,41,49080
Georgia,27,3,2,76,57455
Georgia,45,1,1,31,63960
Georgia,27,2,1,44,61040
Georgia,15,2,1,42,61446
Georgia,15,1,1,35,37700
Georgia,14,2,1,46,55560
Georgia,8,2,1,61,50745
Thailand,8,1,1,3300,87265
Georgia,25,2,1,44,68085
Georgia,20,2,1,58,66930
Georgia,27,2,1,62,49528
Georgia,20,2,1,57,59640
Georgia,8,1,1,30,29500
Georgia,18,1,1,66,62614
Georgia,21,2,1,38,49270
Georgia,18,2,1,60,70528
Georgia,37,1,1,31,61326
Georgia,35,2,1,50,80000
Georgia,29,2,1,45,64064
Georgia,20,2,1,53,47520
Georgia,45,2,1,54,50048
Georgia,10,2,1,44,78660
Georgia,6,2,1,55,52535
Georgia,11,3,2,75,87000
Georgia,35,2,1,63,88480
Georgia,6,3,2,83,68475
Georgia,20,2,1,38,51030
Georgia,15,1,1,37,44880
Georgia,26,2,1,44,46305
Georgia,20,2,1,51,85740
Georgia,4,1,1,40,56448
Georgia,38,2,1,56,84512
Georgia,8,2,1,47,62892
Georgia,45,2,1,56,54417
Georgia,18,2,1,60,86275
Georgia,19,1,1,35,81602
Georgia,34,2,1,47,65800
Georgia,20,2,1,56,68564
Georgia,50,1,1,49,96038
Georgia,40,1,1,35,55520
Georgia,22,1,1,31,85000
Georgia,15,3,2,93,87875
Georgia,7,2,1,39,74690
Georgia,8,3,2,81,67830
Georgia,45,2,1,39,58520
Georgia,26,2,1,50,83000
Georgia,25,1,1,38,87000
Georgia,14,2,1,44,85000
Georgia,37,1,1,41,85989
Georgia,18,2,1,56,107500
Georgia,11,3,2,57,82644
Georgia,18,3,2,56,101340
Georgia,18,2,1,72,104400
Georgia,40,2,1,58,104544
Georgia,40,2,1,53,87450
Georgia,40,3,2,55,99450
Georgia,21,2,1,40,52260
Georgia,8,2,1,53,64080
Georgia,12,5,4,103,92790
Georgia,9,2,1,42,100000
Georgia,6,2,1,54,120000
Georgia,13,2,1,53,96654
Georgia,12,4,3,96,86040
Georgia,20,2,1,45,59796
Georgia,12,3,2,73,105000
Georgia,16,1,1,36,64116
Georgia,20,3,2,78,97766
Georgia,18,3,2,66,100000
Georgia,11,3,2,74,120000
Georgia,12,2,1,66,126160
Georgia,18,2,1,56,107500
Georgia,8,2,1,53,85600
Georgia,6,4,3,101,83795
Georgia,50,2,1,54,114679
Georgia,18,2,1,56,108080
Georgia,18,3,2,102,77520
Georgia,10,2,1,38,62535
Georgia,39,2,1,54,114679
Georgia,13,2,1,44,108047
Georgia,12,1,1,45,87555
Georgia,18,3,2,80,109052
Georgia,27,3,2,76,58977
Georgia,18,2,1,56,110077
Georgia,37,2,1,53,123933
Georgia,18,3,2,81,131625
Georgia,40,3,2,83,116200
Georgia,9,3,2,80,95640
Georgia,15,3,2,84,134720
Georgia,1,2,1,88,141700
Georgia,40,3,2,76,106120
Georgia,13,4,3,179,132392
Georgia,18,3,2,77,128688
Georgia,3,4,3,89,116090
Georgia,12,3,2,88,115000
Georgia,19,1,1,40,87107
Georgia,36,2,1,42,82680
Georgia,11,3,2,58,75000
Georgia,35,2,1,50,80000
Georgia,18,2,1,56,93019
Georgia,19,3,2,69,85217
Georgia,5,2,1,63,115000
Georgia,15,2,1,53,84496
Georgia,11,3,2,110,170000
Georgia,15,3,2,90,144000
Georgia,25,1,1,31,78500
Georgia,22,3,2,76,121379
Georgia,18,3,2,72,119295
Georgia,13,3,2,67,156849
Georgia,9,2,1,42,87000
Georgia,18,1,1,56,72192
Georgia,20,2,1,44,135000
Georgia,54,2,1,48,178859
Georgia,4,2,1,88,180824
Georgia,15,2,1,43,108838
Georgia,20,2,1,58,128064
Georgia,21,2,1,56,81900
Georgia,5,2,1,63,127687
Georgia,9,3,2,69,89700
Georgia,18,2,1,49,75460
Georgia,35,3,2,67,106720
Georgia,4,2,1,55,143780
Georgia,25,3,2,79,73656
Georgia,5,2,1,86,138300
Georgia,13,2,1,53,171744
Georgia,10,3,2,56,126000
Georgia,40,3,2,70,168000
Georgia,9,3,2,96,125060
Georgia,18,3,2,147,132030
Georgia,5,2,1,62,126266
Georgia,12,2,1,57,73580
Georgia,6,2,1,70,160000
Georgia,11,2,1,60,155000
Georgia,34,2,1,54,145000
Georgia,8,2,1,49,97200
Georgia,13,2,1,63,185308
Georgia,16,2,1,88,175717
Georgia,12,2,1,58,85000
Georgia,8,1,1,39,66300
Georgia,13,1,1,35,68288
Georgia,5,3,2,80,175000
Georgia,3,3,2,95,211500
Georgia,10,4,3,131,200000
Georgia,26,3,2,91,214555
Georgia,5,3,2,65,180000
Georgia,18,2,1,60,72480
Georgia,54,2,1,56,168300
Georgia,9,3,2,90,164692
Georgia,25,2,1,57,235720
Georgia,54,2,1,65,182700
Georgia,15,2,1,46,72960
Georgia,5,3,2,104,211323
Georgia,54,2,1,68,204600
Georgia,17,3,2,73,237385
Georgia,40,3,2,94,188780
Georgia,6,3,2,93,244000
Georgia,20,3,2,81,77109
Georgia,7,2,1,74,203476
Georgia,12,2,1,63,185308
Georgia,19,3,2,100,235000
Georgia,33,2,1,49,205000
Georgia,17,3,2,91,180000
Georgia,43,3,2,85,280000
Georgia,15,3,2,133,291852
Georgia,5,3,2,103,285000
Georgia,20,5,3,121,267080
Georgia,35,3,2,92,253000
Georgia,15,3,2,133,292952
Georgia,9,4,4,75,326078
Georgia,16,3,2,93,278100
Georgia,15,3,2,132,296100
Georgia,15,3,2,138,317216
Georgia,15,3,2,138,323336
Georgia,40,2,1,59,83720
Georgia,27,2,1,63,170000
Georgia,43,3,2,87,310000
Georgia,54,2,1,69,274400
Georgia,15,3,2,132,297810
Georgia,7,3,2,115,281209
Georgia,15,4,3,200,320000
Georgia,9,2,1,93,355000
Georgia,15,3,2,148,369600
Georgia,25,2,1,56,250357
Georgia,7,4,3,195,380000
Georgia,15,3,2,159,372851
Georgia,15,3,2,132,296032
Georgia,15,3,2,158,364481
Georgia,15,3,2,145,362125
Georgia,15,2,1,123,306750
Georgia,15,3,2,149,364560
Georgia,20,4,3,118,260260
Georgia,5,4,3,218,416910
Georgia,32,2,1,95,377000
Georgia,8,8,4,201,385000
Georgia,15,3,2,136,313076
Georgia,16,4,3,165,473000
Georgia,54,3,2,101,430738
Georgia,25,3,2,152,410481
Georgia,5,4,3,255,437300
Georgia,5,4,3,287,468600
Georgia,43,4,3,125,460000
Georgia,15,3,2,153,366672
Georgia,5,5,4,206,433020
Georgia,15,3,2,115,374990
Georgia,18,4,3,151,465000
Georgia,15,3,2,132,317136
Georgia,17,3,2,90,293471
Georgia,54,3,2,115,356655
Georgia,15,3,2,133,320280
Georgia,15,3,2,158,363101
Georgia,32,6,3,175,554067
Georgia,20,3,2,101,530838
Georgia,15,4,3,231,578575
Georgia,41,4,3,115,535000
Georgia,43,4,3,125,546000
Georgia,8,5,4,400,585000
Georgia,38,3,2,92,598000
Georgia,43,3,2,80,280000
Georgia,15,3,2,137,329112
Georgia,15,3,2,133,293062
Georgia,15,3,2,132,316872
Georgia,17,4,3,200,652157
Georgia,15,3,2,123,282026
Georgia,25,3,2,221,663840
Georgia,43,3,2,87,310000
Georgia,5,3,2,103,306000
Georgia,8,3,2,146,254975
Georgia,5,4,3,164,280700
Georgia,40,3,2,110,266374
Georgia,35,3,2,235,705000
Georgia,18,3,2,141,268090
Georgia,15,3,2,132,297900
Georgia,15,3,2,136,319130
Georgia,15,3,2,113,254676
Georgia,5,3,2,141,275535
Georgia,18,3,2,107,251811
Georgia,15,3,2,133,292864
Georgia,6,3,2,103,235000
Georgia,23,2,1,56,75743
Georgia,18,2,1,56,67740
Georgia,5,3,2,140,283185
Georgia,8,3,2,138,253778
Georgia,15,3,2,112,252900
Georgia,9,4,3,394,827253
Georgia,6,5,3,150,250000
Georgia,5,4,2,94,271730
Georgia,18,2,1,47,68150
Georgia,12,3,2,105,247670
Georgia,2,3,2,95,212575
Georgia,4,2,1,53,73710
Georgia,25,2,1,56,236040
Georgia,40,3,2,83,149400
Georgia,10,4,3,112,149500
Georgia,25,2,1,66,221368
Georgia,15,3,2,85,210000
Georgia,32,3,2,114,228760
Georgia,54,2,1,58,215000
Georgia,50,3,2,72,187330
Georgia,26,2,1,68,85806
Georgia,7,3,2,95,190000
Georgia,18,4,3,102,181876
Georgia,40,2,1,65,110500
Georgia,15,2,1,60,200000
Georgia,35,2,1,67,167000
Georgia,30,3,2,82,215000
Georgia,7,3,2,92,205000
Georgia,9,4,3,133,205000
Georgia,7,2,1,49,79000
Georgia,12,3,2,100,190190
Georgia,22,1,1,31,85000
Georgia,26,2,1,51,69870
Georgia,37,1,1,30,59311
Georgia,13,3,2,83,190877
Georgia,50,2,1,47,145990
Georgia,18,3,2,110,145000
Georgia,25,2,1,58,170672
Georgia,19,3,2,100,195000
Georgia,18,2,1,61,156030
Georgia,20,2,1,69,138800
Georgia,15,3,2,93,134125
Georgia,20,2,1,58,145000
Georgia,36,3,2,64,123200
Georgia,25,3,2,56,139000
Georgia,19,2,1,58,142909
Georgia,17,3,2,98,160000
Georgia,43,2,1,64,147521
Georgia,8,3,2,65,188500
Georgia,13,1,1,39,60310
Georgia,9,3,2,84,138500
Georgia,6,2,1,46,132945
Georgia,18,3,2,74,146607
Georgia,8,2,1,49,65610
Georgia,13,2,1,65,162650
Georgia,18,3,2,91,154500
Georgia,12,3,2,91,175000
Georgia,15,2,1,50,71482
Georgia,5,3,2,70,155000
Georgia,22,2,1,41,102000
Georgia,4,4,3,114,190000
Georgia,27,3,2,86,195000
Georgia,15,2,1,42,58422
Georgia,25,2,1,50,138792
Georgia,15,2,1,50,67536
Georgia,40,3,2,64,64300
Georgia,4,2,1,50,130000
Georgia,20,2,1,60,75000
Georgia,22,2,1,54,147000
Georgia,13,3,2,121,115968
Georgia,18,1,1,34,47880
Georgia,13,2,1,54,96654
Georgia,26,2,1,60,122180
Georgia,15,1,1,49,66410
Georgia,5,2,1,87,140100
Georgia,17,3,2,76,147000
Georgia,13,2,2,66,111384
Georgia,41,2,1,59,164360
Georgia,20,2,1,56,202320
Georgia,18,2,1,47,66470
Georgia,40,3,2,62,67760
Georgia,15,3,2,84,134720
Georgia,18,3,2,103,205000
Georgia,20,3,2,77,97766
Georgia,40,3,2,64,64300
Georgia,35,2,1,67,185625
Georgia,55,3,2,78,180000
Georgia,54,2,1,56,168300
Georgia,5,2,1,61,124642
Georgia,37,1,1,31,64315
Georgia,12,3,2,117,124000
Georgia,4,3,2,70,182260
Georgia,45,2,1,43,44472
Georgia,25,3,2,97,74382
Georgia,12,4,3,94,195000
Georgia,18,2,1,42,50040
Georgia,18,3,2,95,194750
Georgia,7,2,1,78,136000
Georgia,45,2,1,57,43815
Georgia,20,3,2,75,72000
Georgia,8,3,2,114,199850
Georgia,18,2,1,56,40320
Georgia,5,2,1,47,40000
Georgia,21,2,1,65,46800
Georgia,13,2,1,95,74233
Georgia,18,2,1,56,41026
Georgia,15,1,1,49,82012
Georgia,25,1,1,33,39840
Georgia,38,2,1,45,44900
Georgia,15,2,1,54,42276
Georgia,35,2,1,56,42150
Georgia,26,1,1,31,40300
Georgia,12,1,1,36,34200
Georgia,34,1,1,30,42700
Georgia,21,1,1,29,44968
Georgia,40,1,1,29,32230
Georgia,18,1,1,25,30000
Georgia,36,1,1,26,31200
Georgia,21,1,1,31,30900
Georgia,40,1,1,29,32230
Georgia,19,2,1,57,41508
Georgia,18,1,1,40,30240
Georgia,7,2,1,37,27750
Georgia,13,1,1,31,23000
Georgia,12,1,1,32,23850
Georgia,21,2,1,38,24700
Georgia,8,1,1,30,30000
Georgia,47,1,1,31,24800
Georgia,21,2,1,40,22686
Georgia,37,1,1,28,21700
Georgia,15,2,1,38,30240
Georgia,40,1,1,29,32230
Georgia,11,1,1,31,27104
Georgia,13,1,1,38,27000
Georgia,20,1,1,42,34959
Georgia,36,1,1,26,31200
Georgia,12,2,1,37,28050
Georgia,12,2,1,39,30800
Georgia,12,2,1,50,40000
Georgia,11,2,1,38,32575
Georgia,35,2,1,43,42000
Georgia,45,1,1,30,40500
Georgia,9,3,2,50,47111
Georgia,20,2,1,54,43491
Georgia,15,1,1,42,43000
Georgia,20,2,1,57,45440
Georgia,18,1,1,56,45966
Georgia,8,3,2,77,153000
Georgia,38,1,1,32,41600
Georgia,13,3,2,67,172896
Georgia,18,3,2,75,90000
Georgia,15,1,1,31,46170
Georgia,21,3,2,58,75530
Georgia,25,2,1,58,137934
Georgia,21,2,1,57,139634
Georgia,54,2,1,65,182700
Georgia,20,2,1,45,154650
Georgia,18,3,2,86,160000
Georgia,20,2,1,55,79170
Georgia,16,1,1,33,52640
Georgia,37,2,1,53,111249
Georgia,13,2,1,91,70737
Georgia,18,4,3,108,158842
Georgia,22,3,2,89,175000
Georgia,13,3,2,105,139500
Georgia,15,2,1,55,80185
Georgia,19,3,2,64,138000
Georgia,10,2,1,43,94000
Georgia,9,4,3,102,132730
Georgia,15,3,2,93,143375
Georgia,42,2,1,89,161280
Georgia,20,3,2,70,84518
Georgia,37,3,2,83,83500
Georgia,20,2,1,57,96710
Georgia,16,4,3,102,119000
Georgia,28,2,1,47,90230
Georgia,18,2,1,55,84700
Georgia,29,2,1,44,79278
Georgia,18,2,1,65,88913
Georgia,21,2,1,49,74460
Georgia,40,2,1,69,103680
Georgia,18,2,1,61,156763
Georgia,12,2,1,65,145000
Georgia,40,3,2,83,99600
Georgia,9,2,1,46,61750
Georgia,13,2,1,66,123892
Georgia,15,2,1,51,81088
Georgia,25,2,1,88,113750
Georgia,7,2,1,53,74500
Georgia,20,2,1,58,145000
Georgia,12,3,2,152,152000
Georgia,40,3,2,64,77160
Georgia,4,2,1,82,153626
Georgia,26,2,1,80,119850
Georgia,20,2,1,60,108500
Georgia,20,3,2,75,142120
Georgia,5,2,1,88,141700
Georgia,22,2,1,42,102000
Georgia,8,3,2,73,145400
Georgia,18,3,2,84,121829
Georgia,16,4,3,92,152170
Georgia,18,2,1,51,112500
Georgia,9,2,1,52,135000
Georgia,38,2,1,66,117900
Georgia,17,3,2,80,160000
Georgia,13,2,1,91,70319
Georgia,21,3,2,89,153438
Georgia,15,2,1,48,76432
Georgia,12,2,1,60,128000
Georgia,15,3,2,84,138985
Georgia,8,3,2,69,92797
